user,review,rating,review_tokenized,no_stopword,stemmed_review,lemmatized_review
Renny Heryanti,"jika ada kendala dg driver solusinya tdk tepat, karena respon hanya berupa bot, sementara permasalahan tdk tercover dlm solusi yg diberikan dlm percakapan bot",1,"jika ada kendala dg driver solusinya tdk tepat, karena respon hanya berupa bot, sementara permasalahan tdk tercover dlm solusi yg diberikan dlm percakapan bot","ada kendala dg driver solusinya tdk tepat, respon berupa bot, permasalahan tdk tercover dlm solusi yg diberikan dlm percakapan bot",jika ada kendala dg driver solusi tdk tepat karena respon hanya upa bot sementara masalah tdk tercover dlm solusi yg beri dlm cakap bot,bot
putriutamihadiyati,"sekarang kalau pesan gofood tidak langsung dpt driver, tp menunggu cukup lama (akan dpt driver ketika makanan mau jadi). padahal seringnya restonya jg masak kalau sdh ad drivernya.. jd waktu tingginya akhirnya lebih lama.",4,"sekarang kalau pesan gofood tidak langsung dpt driver, tp menunggu cukup lama (akan dpt driver ketika makanan mau jadi). padahal seringnya restonya jg masak kalau sdh ad drivernya.. jd waktu tingginya akhirnya lebih lama.","sekarang kalau pesan gofood langsung dpt driver, tp menunggu cukup lama (akan dpt driver makanan mau jadi). padahal seringnya restonya jg masak kalau sdh ad drivernya.. jd waktu tingginya akhirnya lebih lama.",sekarang kalau pesan gofood tidak langsung dpt driver tp tunggu cukup lama akan dpt driver ketika makan mau jadi padahal sering restonya jg masak kalau sdh ad drivernya jd waktu tinggi akhir lebih lama,gofood dpt driver dpt driver
Farisa Nadhila,"aplikasi jelek. ayo kita ramai ramai tinggalkan aplikaai ini. bukannya berbenah masalah managemen nya. malah makin buruk, makin ngeduitin. jangan pake gojek lagi!",1,"aplikasi jelek. ayo kita ramai ramai tinggalkan aplikaai ini. bukannya berbenah masalah managemen nya. malah makin buruk, makin ngeduitin. jangan pake gojek lagi!","aplikasi jelek. ayo ramai ramai tinggalkan aplikaai ini. bukannya berbenah masalah managemen nya. malah makin buruk, makin ngeduitin. jangan pake gojek lagi!",aplikasi jelek ayo kita ramai ramai tinggal aplikaai ini bukan benah masalah managemen nya malah makin buruk makin ngeduitin jangan pake gojek lagi,
Rizky Septiyanah,"tolong buat aplikator gojek di pertimbangkan sistem jarak posisi driver nya dimana , jangan asal ngasih oderan yang ga sesuai sama posisi driver, dan untuk oderan gomart kalo driver nya jauh jangan di samakan tarifnya rp 8.800 kasian lah drivernya. udh jauh² untuk mengambil oderan itu seharusnya jangan di sesuaikan dengan tarif titik lokasi tokonya dan lokasi antar nya tolong di pertimbangkan buat aplikator nya",1,"tolong buat aplikator gojek di pertimbangkan sistem jarak posisi driver nya dimana , jangan asal ngasih oderan yang ga sesuai sama posisi driver, dan untuk oderan gomart kalo driver nya jauh jangan di samakan tarifnya rp 8.800 kasian lah drivernya. udh jauh² untuk mengambil oderan itu seharusnya jangan di sesuaikan dengan tarif titik lokasi tokonya dan lokasi antar nya tolong di pertimbangkan buat aplikator nya","buat aplikator gojek pertimbangkan sistem jarak posisi driver nya , jangan asal ngasih oderan ga sesuai sama posisi driver, oderan gomart kalo driver nya jauh jangan samakan tarifnya rp 8.800 kasian lah drivernya. udh jauh² untuk mengambil oderan seharusnya jangan sesuaikan tarif titik lokasi tokonya lokasi antar nya di pertimbangkan buat aplikator nya",tolong buat aplikator gojek di timbang sistem jarak posisi driver nya mana jangan asal ngasih oderan yang ga sesuai sama posisi driver dan untuk oderan gomart kalo driver nya jauh jangan di sama tarif rp 8 800 kasi lah drivernya udh jauh untuk ambil oderan itu harus jangan di sesuai dengan tarif titik lokasi toko dan lokasi antar nya tolong di timbang buat aplikator nya,gojek oderan oderan rp 8 . 800 ode
Nur Haliza Ruhiyat,bener2 kecewa tolol bngt disaat hujan lama bngt dpt orderannya beda sama shopeefood tau gitu mending shopee ajaaa terlalu menye2 juga driver gojeknya dan rata2 kurang ajar!!!!!! dan hujannya jg engga deras tp buat pesanan nya lama bangetttttttttttr,1,bener2 kecewa tolol bngt disaat hujan lama bngt dpt orderannya beda sama shopeefood tau gitu mending shopee ajaaa terlalu menye2 juga driver gojeknya dan rata2 kurang ajar!!!!!! dan hujannya jg engga deras tp buat pesanan nya lama bangetttttttttttr,bener2 kecewa tolol bngt disaat hujan lama bngt dpt orderannya beda sama shopeefood tau gitu mending shopee ajaaa terlalu menye2 driver gojeknya rata2 kurang ajar!!!!!! hujannya jg engga deras tp buat pesanan nya lama bangetttttttttttr,bener2 kecewa tolol bngt saat hujan lama bngt dpt order beda sama shopeefood tau gitu mending shopee ajaaa terlalu menye2 juga driver gojek dan rata2 kurang ajar dan hujan jg engga deras tp buat pesan nya lama bangetttttttttttr,tolol bngt bngteefoodetttttttttttr
Muhammad Rizky Hidayah Akbar,"coba perbaikin tentang pengambilan jaringan padahal jaringan byu saya aman aman saja tp disuruh referesh mulu, padahal saya mau pesan makanan tp gk bisa bayar digital.",1,"coba perbaikin tentang pengambilan jaringan padahal jaringan byu saya aman aman saja tp disuruh referesh mulu, padahal saya mau pesan makanan tp gk bisa bayar digital.","coba perbaikin pengambilan jaringan padahal jaringan byu aman aman tp disuruh referesh mulu, padahal mau pesan makanan tp gk bayar digital.",coba perbaikin tentang ambil jaring padahal jaring byu saya aman aman saja tp suruh referesh mulu padahal saya mau pesan makan tp gk bisa bayar digital,tp tp gk
Agustina Damayanti,"aplikasi gak jelas, bisa2 nya orang mau tf suruh upgrade dulu ke gopay plus giliran minta tolong buat bantuin lelet banget penangannya, nyusahin aja sih gak jelas bgt call center jg gak membantu dgn tuntas, gak jelas semua",1,"aplikasi gak jelas, bisa2 nya orang mau tf suruh upgrade dulu ke gopay plus giliran minta tolong buat bantuin lelet banget penangannya, nyusahin aja sih gak jelas bgt call center jg gak membantu dgn tuntas, gak jelas semua","aplikasi gak jelas, bisa2 nya orang mau tf suruh upgrade dulu gopay plus giliran minta buat bantuin lelet banget penangannya, nyusahin aja sih gak jelas bgt call center jg gak membantu dgn tuntas, gak jelas semua",aplikasi gak jelas bisa2 nya orang mau tf suruh upgrade dulu ke gopay plus gilir minta tolong buat bantuin lelet banget nang nyusahin aja sih gak jelas bgt call center jg gak bantu dgn tuntas gak jelas semua,gop bgt call center jg
Fahmi Hakim,gojek knp aplikasi nya ga jelas saya udh order gocar udh dateng terus sampe rumah tapi knp pas mau ngasih rating malah orderan nya abang drivernya ilang malah tiba tiba dapet driver baru pdahal saya udh nyampe di rumah tolong di perbaiki gojek,1,gojek knp aplikasi nya ga jelas saya udh order gocar udh dateng terus sampe rumah tapi knp pas mau ngasih rating malah orderan nya abang drivernya ilang malah tiba tiba dapet driver baru pdahal saya udh nyampe di rumah tolong di perbaiki gojek,gojek knp aplikasi nya ga jelas udh order gocar udh dateng terus sampe rumah knp pas mau ngasih rating malah orderan nya abang drivernya ilang malah tiba tiba dapet driver baru pdahal udh nyampe rumah di perbaiki gojek,gojek knp aplikasi nya ga jelas saya udh order gocar udh dateng terus sampe rumah tapi knp pas mau ngasih rating malah order nya abang drivernya ilang malah tiba tiba dapet driver baru pdahal saya udh nyampe di rumah tolong di baik gojek,gojek knp gocar knp gojek
Saqilla,"gojek makin kesini makin kurang nyaman. driver'nya banyak yang kurang ramah, terutama pas pesan gocar. setiap pesan gocar xl, malah dimarahin drivernya karna ada 6 orang. padahal fitur xl untuk 4-6 orang🙄. maaf bgt gojek, tolong diperhatikan lagi untuk sikap drivernya.",1,"gojek makin kesini makin kurang nyaman. driver'nya banyak yang kurang ramah, terutama pas pesan gocar. setiap pesan gocar xl, malah dimarahin drivernya karna ada 6 orang. padahal fitur xl untuk 4-6 orang🙄. maaf bgt gojek, tolong diperhatikan lagi untuk sikap drivernya.","gojek makin kesini makin kurang nyaman. driver'nya banyak kurang ramah, terutama pas pesan gocar. pesan gocar xl, malah dimarahin drivernya karna 6 orang. padahal fitur xl 4-6 orang🙄. maaf bgt gojek, diperhatikan untuk sikap drivernya.",gojek makin kesini makin kurang nyaman driver nya banyak yang kurang ramah utama pas pesan gocar tiap pesan gocar xl malah dimarahin drivernya karna ada 6 orang padahal fitur xl untuk 4-6 orang maaf bgt gojek tolong perhati lagi untuk sikap drivernya,gojek gocar gocar xl 6 xl 4 6 bg gojek
Fredy Herman,"udah lama nga pesan gofood, sekalinya pesen udah nunggu lama 1 jam lebih, eh technical error, kalau orang ada sakit gimana tuh nungguin makanan 1 jam nga datang2, ujung2nya harus dicancel pula... nyusahin driver iya, bikin dongkol yg pesenn iya. hebat gojek... kapok jadinya order gofood... mau telp cs juga mana no telp yg bisa dihubungi? kudu nyari2 sendiri di google... cs itu yg bisa diajak bicara dong bukan ai atau script...",1,"udah lama nga pesan gofood, sekalinya pesen udah nunggu lama 1 jam lebih, eh technical error, kalau orang ada sakit gimana tuh nungguin makanan 1 jam nga datang2, ujung2nya harus dicancel pula... nyusahin driver iya, bikin dongkol yg pesenn iya. hebat gojek... kapok jadinya order gofood... mau telp cs juga mana no telp yg bisa dihubungi? kudu nyari2 sendiri di google... cs itu yg bisa diajak bicara dong bukan ai atau script...","udah lama nga pesan gofood, sekalinya pesen udah nunggu lama 1 jam lebih, eh technical error, kalau orang sakit gimana tuh nungguin makanan 1 jam nga datang2, ujung2nya dicancel pula... nyusahin driver iya, bikin dongkol yg pesenn iya. hebat gojek... kapok jadinya order gofood... mau telp cs mana no telp yg dihubungi? kudu nyari2 sendiri google... cs yg diajak bicara dong bukan ai script...",udah lama nga pesan gofood sekali sen udah nunggu lama 1 jam lebih eh technical error kalau orang ada sakit gimana tuh nungguin makan 1 jam nga datang2 ujung2nya harus dicancel pula nyusahin driver iya bikin dongkol yg pesenn iya hebat gojek kapok jadi order gofood mau telp cs juga mana no telp yg bisa hubung kudu nyari2 sendiri di google cs itu yg bisa ajak bicara dong bukan ai atau script,1 jam 1 jamfood google . . cs
Broto Seno,"pay later saya di blokir dari bulan dersember kenapa?? , padahal pembayaran lancar ,bahkan sampai saat ini masih ada pembayaran yg lancar sampai bulan depan... saya mau isi token listrik nih gimana ??????? udah malem nih , hadehhhhh",1,"pay later saya di blokir dari bulan dersember kenapa?? , padahal pembayaran lancar ,bahkan sampai saat ini masih ada pembayaran yg lancar sampai bulan depan... saya mau isi token listrik nih gimana ??????? udah malem nih , hadehhhhh","pay later di blokir bulan dersember kenapa?? , padahal pembayaran lancar ,bahkan saat masih pembayaran yg lancar bulan depan... mau isi token listrik nih gimana ??????? udah malem nih , hadehhhhh",pay later saya di blokir dari bulan dersember kenapa padahal bayar lancar bahkan sampai saat ini masih ada bayar yg lancar sampai bulan depan saya mau isi token listrik nih gimana udah malem nih hadehhhhh,token
Siti Hajar,"aplikasinya menawarkan banyak diskon,tapi kalau seperti makanan telat gabisa di cancel...langsung dapat notif dibatalkan dari restonya😭😭",2,"aplikasinya menawarkan banyak diskon,tapi kalau seperti makanan telat gabisa di cancel...langsung dapat notif dibatalkan dari restonya😭😭","aplikasinya menawarkan banyak diskon,tapi kalau makanan telat gabisa cancel...langsung notif dibatalkan restonya😭😭",aplikasi tawar banyak diskon tapi kalau seperti makan telat gabisa di cancel langsung dapat notif batal dari restonya,cancel
Maze of Life,ui doang bagus ux nya jelek parah. aplikasi gofoodnya bikin bingung. mau ngapus pesanan aja ribet bgt. malah kepencet pesan. ga tau bug atau gimana. minimal kasih pin lah biar ga langsung ke order. mau di cancel juga ga enak sama drivernya.,1,ui doang bagus ux nya jelek parah. aplikasi gofoodnya bikin bingung. mau ngapus pesanan aja ribet bgt. malah kepencet pesan. ga tau bug atau gimana. minimal kasih pin lah biar ga langsung ke order. mau di cancel juga ga enak sama drivernya.,ui doang bagus ux nya jelek parah. aplikasi gofoodnya bikin bingung. mau ngapus pesanan aja ribet bgt. malah kepencet pesan. ga tau bug gimana. minimal kasih pin lah biar ga langsung order. mau cancel ga enak sama drivernya.,ui doang bagus ux nya jelek parah aplikasi gofoodnya bikin bingung mau ngapus pesan aja ribet bgt malah pencet pesan ga tau bug atau gimana minimal kasih pin lah biar ga langsung ke order mau di cancel juga ga enak sama drivernya,uifo bgt cancel
Zee Cey,"setelah diperbarui gojek tidak bisa dipergunakan. setiap masuk aplikasi gojek langsung force close, keluar sendiri. aku sampe uninstal beberpa perangkat di hpku untuk mengurangi beban memori tapi tetap saja gojeknya tidak dapat digunakan. pdhaal saya sudah berlangganan gojek plus selama 90 hari. akhirnya saya pake grab saja krena mobilitas saya setiap kerja naik ojol. gojek bintang 🌟 1",1,"setelah diperbarui gojek tidak bisa dipergunakan. setiap masuk aplikasi gojek langsung force close, keluar sendiri. aku sampe uninstal beberpa perangkat di hpku untuk mengurangi beban memori tapi tetap saja gojeknya tidak dapat digunakan. pdhaal saya sudah berlangganan gojek plus selama 90 hari. akhirnya saya pake grab saja krena mobilitas saya setiap kerja naik ojol. gojek bintang 🌟 1","diperbarui gojek bisa dipergunakan. masuk aplikasi gojek langsung force close, keluar sendiri. aku sampe uninstal beberpa perangkat hpku mengurangi beban memori tetap gojeknya dapat digunakan. pdhaal sudah berlangganan gojek plus selama 90 hari. akhirnya pake grab krena mobilitas setiap kerja naik ojol. gojek bintang 🌟 1",telah baru gojek tidak bisa guna tiap masuk aplikasi gojek langsung force close keluar sendiri aku sampe uninstal beberpa perangkat di hpku untuk kurang beban memori tapi tetap saja gojek tidak dapat guna pdhaal saya sudah langgan gojek plus lama 90 hari akhir saya pake grab saja krena mobilitas saya tiap kerja naik ojol gojek bintang 1,gojek gojek hp gojek plus 90 hari ojol gojek bintang 1
Celine 11,"selama di bali driver nya banyak yang rasis ,tidak mau ambil penumpang local sampe sering nunggu lebih dari 30 menit,,gofood juga sering cancel klo yg beli nya local ,terakhir gofood di bali udh dpet driver atas nama moch ali wafa (dk6343aaf) dia minta tips karna saya gak jawab langsung dia cancel.. tolong sebaiknya di tingkatkan lagi seleksi untuk driver nya.",1,"selama di bali driver nya banyak yang rasis ,tidak mau ambil penumpang local sampe sering nunggu lebih dari 30 menit,,gofood juga sering cancel klo yg beli nya local ,terakhir gofood di bali udh dpet driver atas nama moch ali wafa (dk6343aaf) dia minta tips karna saya gak jawab langsung dia cancel.. tolong sebaiknya di tingkatkan lagi seleksi untuk driver nya.","selama bali driver nya banyak rasis ,tidak mau ambil penumpang local sampe sering nunggu lebih 30 menit,,gofood sering cancel klo yg beli nya local ,terakhir gofood bali udh dpet driver atas nama moch ali wafa (dk6343aaf) minta tips karna gak jawab langsung cancel.. sebaiknya tingkatkan seleksi driver nya.",lama di bal driver nya banyak yang ras tidak mau ambil tumpang local sampe sering nunggu lebih dari 30 menit gofood juga sering cancel klo yg beli nya local akhir gofood di bal udh dpet driver atas nama moch ali wafa dk6343aaf dia minta tips karna saya gak jawab langsung dia cancel tolong baik di tingkat lagi seleksi untuk driver nya,30 menit gofood gofood bali moch ali wafa dk634
Hesti Tri,"tak edit reviewnya. banyak promo grab car yang memang murah bgt, tapi pas dipake sama driver tiba2 dibatalkan seenaknya atau dilempar2 tanpa konfirmasi 🥲",3,"tak edit reviewnya. banyak promo grab car yang memang murah bgt, tapi pas dipake sama driver tiba2 dibatalkan seenaknya atau dilempar2 tanpa konfirmasi 🥲","tak edit reviewnya. banyak promo grab car memang murah bgt, pas dipake sama driver tiba2 dibatalkan seenaknya dilempar2 konfirmasi 🥲",tak edit reviewnya banyak promo grab car yang memang murah bgt tapi pas dipake sama driver tiba2 batal enak atau dilempar2 tanpa konfirmasi,grab car bgt
Lusille Panjaitan,"dapet driver susah banget, pasti di cancel klo driver gak sesuai sama harga aplikasi. mending samain deh argo nya kalo kyk gini. saya nunggu lama banget. dan di cancel terus.",1,"dapet driver susah banget, pasti di cancel klo driver gak sesuai sama harga aplikasi. mending samain deh argo nya kalo kyk gini. saya nunggu lama banget. dan di cancel terus.","dapet driver susah banget, di cancel klo driver gak sesuai sama harga aplikasi. mending samain deh argo nya kalo kyk gini. nunggu lama banget. di cancel terus.",dapet driver susah banget pasti di cancel klo driver gak sesuai sama harga aplikasi mending samain deh argo nya kalo kyk gin saya nunggu lama banget dan di cancel terus,cancel klo driver kal kyk gini cancel
